PAGA FOOTBALL APP — BASE DE DONNÉES EXERCICES COMPLÈTE (1150 exercices · PAGA + OTA + TC);;;;;;;;;;;;;;;;;;;;;;;;;
EXERCISE_ID;EXERCISE_NAME;MAIN_CATEGORY;SUB_CATEGORY;OBJECTIVE_PRIMARY;OBJECTIVE_SECONDARY;ENVIRONMENT;EQUIPMENT;EQUIPMENT_LEVEL;PRIORITY;SESSION_ROLE;MOVEMENT_PATTERN;VECTOR;CONTRACTION_TYPE;INTENSITY;NEURAL_LOAD;MECHANICAL_LOAD;METABOLIC_LOAD;SOLO_ONLY;FOOTBALL_TRANSFER;COMPATIBLE_DAYS;LEVEL;AGE_GROUP;POSITION_RELEVANCE;CONTRAINDICATIONS;PROGRESSION_GROUP
EX0645;Pliométrie horizontale bondissement 1 jambe;coordination;rhythm;coordination;"plio; horizontal; unilat";field;none;minimal;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0646;Saut latéral bilatéral D→G;coordination;rhythm;coordination;"plio; latéral; coordination";field;none;minimal;core;main;sprint;lateral;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rhythm_series
EX0647;Skater jump (patineurs) enchaînés;cod;lateral_cod;cod;"plio; latéral; cod";field;none;minimal;secondary;main;decel;lateral;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;lateral_cod_series
EX0648;Lateral hurdle hop ×6 mini haies;coordination;rhythm;coordination;"plio; latéral; haies";field;Mini-haies;standard;secondary;main;sprint;lateral;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0649;Lateral Broad Jumps;coordination;rhythm;coordination;"plio; latéral; horizontal";field;none;minimal;secondary;main;sprint;lateral;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0650;Skater Jumps;cod;lateral_cod;cod;"plio; latéral; cod";field;none;minimal;secondary;main;decel;lateral;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;lateral_cod_series
EX0651;Ascending Skater Jumps;coordination;rhythm;coordination;"plio; latéral; progressif";field;none;minimal;secondary;main;sprint;lateral;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0652;Reaction Skater Jumps;coordination;rhythm;coordination;"plio; latéral; réactif";field;none;minimal;secondary;main;sprint;lateral;reactive;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0653;Single Leg Lateral Bounds;coordination;rhythm;coordination;"plio; latéral; unilat";field;none;minimal;secondary;main;sprint;lateral;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0654;Lateral Line Hops;coordination;rhythm;coordination;"plio; latéral; réactif";field;none;minimal;secondary;main;sprint;lateral;reactive;high;high;high;moderate;yes;moderate;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rhythm_series
EX0655;Lateral Pogo Jumps;speed_max;sprint_mechanics;speed_max;"plio; latéral; stiffness";field;none;minimal;core;main;sprint;lateral;reactive;high;high;high;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U13_U15,U16_U18,adult;universal;;sprint_mechanics_series
EX0656;Resisted Skater Hops;acceleration;resisted_acceleration;acceleration;"plio; latéral; résisté";field;Élastique;standard;secondary;main;sprint;lateral;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;resisted_acceleration_series
EX0657;Pliométrie latérale 1 pied haies;coordination;rhythm;coordination;"plio; latéral; unilat; haies";field;Mini-haies;standard;secondary;main;sprint;lateral;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0658;Pliométrie latérale 2 pieds haies;coordination;rhythm;coordination;"plio; latéral; bilatéral; haies";field;Mini-haies;standard;secondary;main;sprint;lateral;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0659;Side jump plus 2ème détente;plyometric_power;lateral_power;plyometric_power;"plio; latéral; rebond";field;none;minimal;secondary;main;jump;lateral;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;lateral_power_series
EX0660;Retournement pliométrie;cod;linear_cod;cod;"plio; rotation; cod";field;none;minimal;secondary;main;rotation;rotational;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0661;Pliométrie appuis extérieur et tour arrière;cod;lateral_cod;cod;"plio; latéral; rotation; cod";field;Cônes;standard;secondary;main;rotation;lateral;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;lateral_cod_series
EX0662;Ankle stiffness rebonds rapides ×15;speed_max;sprint_mechanics;speed_max;"stiffness; cheville";field;none;minimal;core;main;sprint;horizontal;reactive;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;sprint_mechanics_series
EX0663;Hurdle rebounds mini haies ×10;speed_max;sprint_mechanics;speed_max;"stiffness; haies";field;Mini-haies;standard;core;main;sprint;horizontal;reactive;high;high;high;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U13_U15,U16_U18,adult;universal;;sprint_mechanics_series
EX0664;In-place pogo jumps rapides;speed_max;sprint_mechanics;speed_max;"stiffness; fréquence";field;none;minimal;core;main;sprint;horizontal;reactive;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;sprint_mechanics_series
EX0665;Pogo jumps avec déplacement avant;speed_max;sprint_mechanics;speed_max;"stiffness; déplacement";field;none;minimal;core;main;sprint;horizontal;reactive;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U13_U15,U16_U18,adult;universal;;sprint_mechanics_series
EX0666;Stiffness mollets en montée côte;speed_max;sprint_mechanics;speed_max;"stiffness; côte; j-1";field;none;minimal;core;main;sprint;horizontal;reactive;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U13_U15,U16_U18,adult;universal;;sprint_mechanics_series
EX0667;Pogo Jump;speed_max;sprint_mechanics;speed_max;"stiffness; pogo; réactif";field;none;minimal;core;main;sprint;horizontal;reactive;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;sprint_mechanics_series
EX0668;Resisted/Assisted Pogo Jump;speed_max;sprint_mechanics;speed_max;"stiffness; pogo; résisté";field;Élastique;standard;core;main;sprint;horizontal;reactive;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U13_U15,U16_U18,adult;universal;;sprint_mechanics_series
EX0669;Pulsing Pogos;speed_max;sprint_mechanics;speed_max;"stiffness; pulse";field;none;minimal;core;main;sprint;horizontal;reactive;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U13_U15,U16_U18,adult;universal;;sprint_mechanics_series
EX0670;Mini Hurdle Hops;speed_max;sprint_mechanics;speed_max;"stiffness; haies; réactif";field;Mini haies;standard;core;main;sprint;horizontal;reactive;high;high;high;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;sprint_mechanics_series
EX0671;Pulsing Hurdle Hops;speed_max;sprint_mechanics;speed_max;"stiffness; haies; pulse";field;Mini haies;standard;core;main;sprint;horizontal;reactive;high;high;high;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U13_U15,U16_U18,adult;universal;;sprint_mechanics_series
EX0672;Pogo jump latéral;speed_max;sprint_mechanics;speed_max;"stiffness; latéral; pogo";field;none;minimal;core;main;sprint;lateral;reactive;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U13_U15,U16_U18,adult;universal;;sprint_mechanics_series
EX0673;Complexe back squat lourd + CMJ;coordination;rhythm;coordination;"pap; contrast_loading";gym;Barre+rack;pro;advanced;main;sprint;horizontal;concentric;very_high;very_high;very_high;low;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;rhythm_series
EX0674;Complexe hip thrust + bounding;lower_body_strength;squat_pattern;lower_body_strength;"pap; force_horiz";gym;Barre+banc;pro;advanced;main;sprint;horizontal;concentric;very_high;very_high;very_high;low;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;squat_pattern_series
EX0675;Complexe RDL + bounding horizontal;coordination;rhythm;coordination;"pap; chaîne_post";gym;Barre;pro;advanced;main;sprint;horizontal;concentric;very_high;very_high;very_high;low;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;rhythm_series
EX0676;CMJ + sprint 10m (PAP);coordination;rhythm;coordination;"pap; vitesse";field;none;minimal;advanced;main;sprint;horizontal;concentric;very_high;very_high;very_high;low;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0677;Trap Bar Jumps;coordination;rhythm;coordination;"pap; trap_bar; explosif";gym;Trap bar;pro;specialist;main;sprint;horizontal;concentric;very_high;very_high;very_high;low;yes;high;MD+3;intermediate;U16_U18,adult;universal;;rhythm_series
EX0678;Reactive Trap Bar Jumps;coordination;rhythm;coordination;"pap; réactif; trap_bar";gym;Trap bar;pro;specialist;main;sprint;horizontal;reactive;very_high;very_high;very_high;low;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;rhythm_series
EX0679;DB Eccentric Release Box Jump;lower_body_strength;hamstrings;lower_body_strength;"pap; excentrique; box";gym;Box+haltères;standard;advanced;main;sprint;vertical;eccentric;very_high;very_high;very_high;low;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;hamstrings_series
EX0680;COD 45° droit;cod;linear_cod;cod;"cod; 45deg";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0681;COD 45° gauche;cod;linear_cod;cod;"cod; 45deg";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0682;COD 90° droit;cod;linear_cod;cod;"cod; 90deg";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0683;COD 90° gauche;cod;linear_cod;cod;"cod; 90deg";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0684;Demi-tour 180° droit;cod;linear_cod;cod;"cod; demi-tour";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0685;Pro agility test 5-10-5 D;cod;linear_cod;cod;"cod; test; planifié";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0686;T-test;cod;linear_cod;cod;"cod; test; multi-direction";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0687;Illinois agility test;cod;linear_cod;cod;"cod; test";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0688;Zig-zag 6 plots 45°;cod;linear_cod;cod;"cod; enchaîné";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0689;Zig-zag 6 plots 90°;cod;linear_cod;cod;"cod; enchaîné";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0690;Stop and Go;cod;linear_cod;cod;"cod; stop; go";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0691;Short Shuttle;cod;linear_cod;cod;"cod; navette";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0692;Y Cut Drill;cod;linear_cod;cod;"cod; y_cut; réorientation";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0693;Jump Cut Drill;plyometric_power;vertical_power;plyometric_power;"cod; jump_cut; plio";field;Cônes;standard;secondary;main;jump;horizontal;stretch_shortening;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;vertical_power_series
EX0694;Quarter Arc;cod;linear_cod;cod;"cod; arc; courbe";field;Cônes;standard;core;main;decel;horizontal;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0695;Full Arc or Circle Run;cod;linear_cod;cod;"cod; cercle; courbe; football";field;Cônes;standard;core;transfer;ball_skill;horizontal;concentric;moderate;moderate;moderate;moderate;yes;very_high;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0696;vitesse triangle;cod;linear_cod;cod;"cod; triangle";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0697;vitesse conduite carré;cod;linear_cod;cod;"cod; carré; technique_action";field;Cônes;standard;secondary;transfer;decel;horizontal;concentric;high;high;high;moderate;yes;very_high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0698;COD réactif signal visuel;cod;reorientation;cod;"agilité; réactif; décision";field;none;minimal;secondary;main;sprint;horizontal;reactive;high;high;high;moderate;yes;moderate;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;reorientation_series
EX0699;COD réactif cône couleur (4 choix);cod;reorientation;cod;"agilité; réactif; décision";field;Cônes colorés;standard;secondary;main;sprint;horizontal;reactive;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;reorientation_series
EX0700;Shadow drill;cod;reorientation;cod;"agilité; réactif";field;none;minimal;secondary;main;sprint;horizontal;reactive;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;reorientation_series
EX0701;Miroir 1v1 défenseur;cod;linear_cod;cod;"agilité; match-like";field;none;minimal;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0702;Catch ball + COD;cod;reorientation;cod;"agilité; coordination; réactif";field;none;minimal;core;main;sprint;horizontal;reactive;high;high;high;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;reorientation_series
EX0703;Lateral Shuffle with Ball React;cod;reorientation;cod;"cod; shuffle; réactif";field;none;minimal;secondary;main;shuffle;lateral;reactive;high;high;high;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;reorientation_series
EX0704;Lateral Shuffle Mirror Drill;cod;reorientation;cod;"cod; miroir; réactif";field;none;minimal;secondary;main;decel;horizontal;reactive;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;reorientation_series
EX0705;Y Cut Drill with Reaction;cod;reorientation;cod;"cod; y_cut; réactif";field;Cônes+signal;standard;secondary;main;decel;horizontal;reactive;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;reorientation_series
EX0706;Jump Cut Drill with Reaction;plyometric_power;reactive_power;plyometric_power;"cod; jump_cut; réactif";field;Cônes+signal;standard;secondary;main;jump;horizontal;reactive;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;reactive_power_series
EX0707;Carioca Run;cod;lateral_cod;cod;"cod; carioca; latéral";field;none;minimal;core;main;shuffle;lateral;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lateral_cod_series
EX0708;Lateral Shuffle;cod;lateral_cod;cod;"cod; shuffle; latéral";field;none;minimal;core;main;shuffle;lateral;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lateral_cod_series
EX0709;Resisted Lateral Shuffle;acceleration;resisted_acceleration;acceleration;"cod; shuffle; résisté";field;Élastique;standard;secondary;main;shuffle;lateral;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;resisted_acceleration_series
EX0710;Lateral Power Shuffle;cod;lateral_cod;cod;"cod; power; shuffle";field;none;minimal;secondary;main;shuffle;lateral;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;lateral_cod_series
EX0711;Power Shuffle to Sprint;cod;lateral_cod;cod;"cod; shuffle; sprint";field;Cônes;standard;secondary;main;sprint;lateral;concentric;high;high;high;high;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;lateral_cod_series
EX0712;Crossover Run;cod;linear_cod;cod;"cod; croisé; vitesse";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0713;Power Carioca;cod;lateral_cod;cod;"cod; carioca; puissance";field;none;minimal;secondary;power;shuffle;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;lateral_cod_series
EX0714;Crossover Bounds;plyometric_power;vertical_power;plyometric_power;"cod; bonds; croisés";field;none;minimal;secondary;main;jump;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;vertical_power_series
EX0715;Appuis 2 jumps latéraux sur step;plyometric_power;lateral_power;plyometric_power;"cod; latéral; step; jump";gym;Step;standard;secondary;main;jump;lateral;stretch_shortening;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;lateral_power_series
EX0716;Décélération 10m + réaccélération 10m D;acceleration;start;acceleration;"réaccélération; cod; lca";field;Cônes;standard;secondary;prehab;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;knee;start_series
EX0717;Décélération 10m + réaccélération 10m G;acceleration;start;acceleration;"réaccélération; cod";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;start_series
EX0718;Sprint 20m + COD 90° + sprint 10m;speed_max;top_speed;speed_max;"cod; vmax; réaccélération";field;Cônes;standard;advanced;main;decel;horizontal;concentric;very_high;very_high;very_high;low;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;top_speed_series
EX0719;COD sous fatigue RSA;conditioning;rsa;conditioning;"cod; rsa; fatigue";field;Cônes;standard;advanced;main;decel;horizontal;concentric;very_high;very_high;very_high;high;yes;high;MD-4;intermediate;U16_U18,adult;universal;;rsa_series
EX0720;Accelerate to Back Pedal;cod;linear_cod;cod;"cod; rétropédalage";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0721;Backpedal to Hip Flip;cod;linear_cod;cod;"cod; rétro; flip";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0722;Back Pedal to Accelerate;acceleration;start;acceleration;"cod; rétro; accélération";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;start_series
EX0723;Slalom 10 plots 2m écart;coordination;footwork;coordination;"cod; slalom; coordination";field;Cônes;standard;core;main;decel;horizontal;concentric;moderate;moderate;moderate;moderate;yes;high;MD+3,MD-2,MD+2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;footwork_series
EX0724;Ladder : 1 pied par case avant;coordination;footwork;coordination;"coordination; fréquence_appuis";field;Échelle;standard;core;main;sprint;horizontal;concentric;moderate;moderate;low;moderate;yes;moderate;MD+3,MD-2,MD+2;intermediate;U13_U15,U16_U18,adult;universal;;footwork_series
EX0725;Ladder : latéral 2 pieds par case;coordination;rhythm;coordination;"coordination; latéral";field;Échelle;standard;core;main;sprint;lateral;concentric;moderate;moderate;low;moderate;yes;moderate;MD+3,MD-2,MD+2;intermediate;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0726;Ladder : Icky shuffle;coordination;rhythm;coordination;"coordination; fréquence; avancé";field;Échelle;standard;core;main;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rhythm_series
EX0727;Appuis 45° rapides plots;coordination;footwork;coordination;"appuis; 45deg; plots";field;Plots;standard;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;footwork_series
EX0728;Appuis avant diagonale plots;coordination;footwork;coordination;"appuis; diagonale; plots";field;Plots;standard;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;footwork_series
EX0729;Appuis latéral rapide plots;cod;lateral_cod;cod;"appuis; latéral; plots";field;Plots;standard;secondary;main;sprint;lateral;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lateral_cod_series
EX0730;Appuis sur plot 8;coordination;footwork;coordination;"appuis; 8; plots";field;Plots;standard;secondary;main;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;footwork_series
EX0731;Cerceaux appuis latéraux + tours;coordination;footwork;coordination;"appuis; cerceaux; tours";field;none;minimal;core;main;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;footwork_series
EX0732;Circuit appuis endurance;cod;linear_cod;cod;"cod; circuit; endurance";field;Plots;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0733;Slalom tour avant arrière;cod;linear_cod;cod;"cod; slalom; tour";field;Cônes;standard;secondary;main;decel;horizontal;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;linear_cod_series
EX0734;Slalom déplacement latéral;cod;lateral_cod;cod;"cod; slalom; latéral";field;Cônes;standard;secondary;main;decel;lateral;concentric;high;high;high;moderate;yes;high;MD+3;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lateral_cod_series
EX0735;Échelle 3:4 avant;coordination;rhythm;coordination;"coordination; échelle; 3:4";field;Échelle;standard;core;main;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;intermediate;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0736;Échelle fermeture ouverture;coordination;rhythm;coordination;"coordination; échelle; ouverture";field;Échelle;standard;core;main;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;intermediate;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0737;Échelle griffé;coordination;rhythm;coordination;"coordination; échelle; griffé";field;Échelle;standard;core;main;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rhythm_series
EX0738;Échelle cloche pied latéral;coordination;rhythm;coordination;"coordination; échelle; cloche_pied";field;Échelle;standard;core;main;sprint;horizontal;concentric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2,MD+2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;rhythm_series
EX0739;Back squat;lower_body_strength;squat_pattern;lower_body_strength;"force_max; bilatéral";gym;Barre+rack;pro;secondary;power;sprint;lateral;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;squat_pattern_series
EX0740;Front squat;lower_body_strength;squat_pattern;lower_body_strength;"force_max; core";gym;Barre+rack;pro;secondary;power;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;squat_pattern_series
EX0741;Trap bar deadlift;lower_body_strength;squat_pattern;lower_body_strength;"force_max; fonctionnel";gym;Trap bar;pro;specialist;power;sprint;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;intermediate;U16_U18,adult;universal;;squat_pattern_series
EX0742;Romanian deadlift (RDL);lower_body_strength;hinge_pattern;lower_body_strength;"chaîne_post; ischios; excentrique";gym;Barre/haltères;pro;secondary;main;sprint;horizontal;eccentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;hamstring;hinge_pattern_series
EX0743;Goblet squat;lower_body_strength;squat_pattern;lower_body_strength;"force; mobilité; accessible";gym;Kettlebell;standard;core;main;carry;horizontal;post_isometric;moderate;moderate;moderate;moderate;yes;moderate;MD+2,MD-2,MD+3;beginner;U13_U15,U16_U18,adult;universal;;squat_pattern_series
EX0744;Leg press;lower_body_strength;squat_pattern;lower_body_strength;"force; quadriceps";gym;Machine;pro;specialist;main;sprint;horizontal;concentric;moderate;moderate;high;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;squat_pattern_series
EX0745;Squat bodyweight;coordination;rhythm;coordination;"bodyweight; quadriceps";field;none;minimal;core;main;sprint;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2,Tous;intermediate;U13_U15,U16_U18,adult;universal;;rhythm_series
EX0746;Box Squat;lower_body_strength;squat_pattern;lower_body_strength;"squat; force_max; pause";gym;Barre+box;pro;secondary;power;squat;horizontal;concentric;high;high;high;moderate;yes;moderate;MD+3;beginner;U13_U15,U16_U18,adult;universal;;squat_pattern_series
EX0747;Overhead Squat;lower_body_strength;squat_pattern;lower_body_strength;"squat; mobilité; épaules";gym;Barre;pro;secondary;main;squat;horizontal;post_isometric;moderate;moderate;high;moderate;yes;moderate;MD+2,MD-2,MD+3;intermediate;U16_U18,adult;universal;shoulder;squat_pattern_series
EX0748;Iso Extreme Sumo Squat;lower_body_strength;squat_pattern;lower_body_strength;"squat; iso; adducteurs";gym;Haltère;standard;core;main;squat;horizontal;isometric;moderate;moderate;moderate;moderate;yes;moderate;MD+3,MD-2;beginner;U13_U15,U16_U18,adult;universal;;squat_pattern_series
